"","AU","TI","Screen1_Assessed","Screen1_MissingDetails","Screen1_GoldStar","Screen1_Reject","Screen1_RejectNOTEntreP","Screen1_VaguelyRelevent","Screen1_Women","Screen1_EntreP","Screen1_EAfrica","Screen1_Example","Screen1_Notes"
"172","Boyd Rc;Price J;Mogul M;Yates T;Guevara Jp","Pilot rct of a social media parenting intervention for postpartum mothers with depression symptoms",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"173","Boys K;Faye M;Fulton J;Lowenberg-Deboer J","The economic impact of cowpea research in senegal:: an <i>ex</i>-<i>post</i> analysis with disadoption",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"174","Bradley Wa;Fry C","Gender and entrepreneurial intention in low-income countries: the relative roles played by anticipated financial returns versus perceived barriers for university students in sierra leone",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"175","Branch Gm;May J;Roberts B;Russell E;Clark Bm","Case studies on the socio-economic characteristics and lifestyles of subsistence and informal fishers in south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"176","Braun Ln","Cyber siren: what <i>mami wata</i> reveals about the internet and chinese presence in kinshasa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"177","Brewer Lpc;Jenkins S;Hayes Sn;Kumbamu A;Jones C;Burke Le;Cooper L;A. A;Patten Ca","Community-based, cluster-randomized pilot trial of a cardiovascular mobile health intervention: preliminary findings of the faith! Trial",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"178","Brink Y;Louw Q;Grimmer K;Jordaan E","The spinal posture of computing adolescents in a real-life setting",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"179","Brito L;Brouwer R;Falcao M","Sweetpotato-biotechnology in different guises on a broad range of scales",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"180","Brooks Bd;Kaniuka Ar;Motley Dn;Job;Sarah A. Sa;Williams Sl","``we are just magic'': a qualitative examination of self-love among black same-gender loving men",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"181","Brooks R","``asia's missing women'' as a problem in applied evolutionary psychology?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"182","Brown E;Leary J;Davies G;Batchelor S;Scott N","Ecook: what behavioural challenges await this potentially transformative concept?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"183","Bryan A","``security begins with you'': compulsory heterosexuality, registers of gender and sexuality, and transgender women getting by in kampala, uganda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"184","Bryan E;Alvi M;Huyer S;Ringler C","Addressing gender inequalities and strengthening women's agency to create more climate-resilient and sustainable food systems",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"185","Bryan E;Bernier Q;Espinal M;Ringler;Claudia C","Making climate change adaptation programmes in sub-saharan africa more gender responsive: insights from implementing organizations on the barriers and opportunities",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"186","Buehren N;Goldstein M;Molina E;Vaillant;Julia J","The impact of strengthening agricultural extension services on women farmers: evidence from ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"89","Asongu Sa;Odhiambo Nm","Human development thresholds for inclusive mobile banking in developing countries",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"90","Asongu Sa;Odhiambo Nm","Mobile banking usage, quality of growth, inequality and poverty in developing countries",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"91","Asongu Sa;Rahman M;Alghababsheh M","Information technology, business sustainability and female economic participation in sub-saharan africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"92","Assan N","Socio-cultural, economic, and environmental implications for innovation in sustainable food in africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"93","Atanga Nl;Treydte Ac;Birner R","Assessing the sustainability of different small-scale livestock production systems in the afar region, ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"94","Atsbeha Bw;Wodaje Mn","Exploring social media adoption for marketing purpose among healthcare professionals in gondar town, central gondar zone: a facility-based cross-sectional survey",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"95","Atta-Aidoo J;Bizoza S;Matthew Ec;Saleh Ao","Mobile money, food security and coping strategies in a post-conflict and fragile context: evidence from burundi",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"96","Atta-Ankomah R","Credit for households in ghana: has mobile money (momo) improved inclusive access?",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"97","Atukunda Ec;Musiimenta A;Musinguzi N;Wyatt Ma;Ashaba J;Ware Nc;Haberer;Jessica E. Je","Understanding patterns of social support and their relationship to an art adherence intervention among adults in rural southwestern uganda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"98","Aurazo J;Gasmi F","Digital payment systems in emerging economies: lessons from kenya, india, brazil, and peru",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"99","Averbach S;Kakaire O;Mcdiehl R;Dehlendorf;Christine C;Lester F;Steinauer J","The effect of immediate postpartum levonorgestrel contraceptive implant use on breastfeeding and infant growth: a randomized controlled trial",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"100","Ayanga Ho","Contextual challenges to african women in mission",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"101","Ayayi Ag;Dout H;Yekpa P;Couchoro;Mawuli Kodjovi Mk","Impact of mobile money on resilience to health shocks in sub-saharan africa: evidence from togo",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"102","Ayimah Jc;Kuada J;Ayimey Ek","Digital financial service adoption decisions of semi-urban ghanaian university students - implications for enterprise development and job creation",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"103","Ayish M","A youth-driven virtual civic public sphere for the arab world",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"104","Ayisi Dn;Kozari J;Krisztina T","Do smallholder farmers belong to the same adopter category? An assessment of smallholder farmers innovation adopter categories in ghana",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"105","Ba Dg;Jacquet Jb","Local content policies in west africa's mining sector: assessment and roadmap to success",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"106","Baada Jn;Najjar D;Seifu Mh","Can a cash crop be a women's crop?: examining gender norms, relations and equity around lentil commercialization in ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"107","Badran Mf","Ict and women's empowerment in egypt: an empirical study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"108","Badstue L;Krishna Vv;Jaleta M;Gartaula H;Erenstein O","Gender, wheat trait preferences, and innovation uptake: lessons from ethiopia and india",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"109","Bahia K;Castells P;Cruz G;Masaki T;Rodriguez-Castelan C;Sanfelice V","Mobile broadband, poverty, and labor outcomes in tanzania",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"110","Bahramitash R;Esfahani Hs","Gender and entrepreneurship in iran",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"111","Bahru Ba;Zeller M","Gauging the impact of ethiopia's productive safety net programme on agriculture: application of targeted maximum likelihood estimation approach",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"112","Baidhe E;Clementson Cl;Senyah J;Hammed A","Appraisal of post-harvest drying and storage operations in africa: perspectives on enhancing grain quality",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"113","Bailur S;Masiero S","Women's income generation through mobile internet: a study of focus group data from ghana, kenya, and uganda",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"114","Baird Td;Woodhouse E;Mccabe Jt;Barnes P;Terta F;Runda N","New pathways for women's empowerment in pastoralist maasai households, tanzania",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"115","Baiyegunhi Ljs;Oppong Bb;Senyolo Mg","Socio-economic factors influencing mopane worm (<i>imbrasia belina</i>) harvesting in limpopo province, south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"116","Bajunirwe F;Akakimpa D;Tumwebaze Fp;Abongomera G;Mugyenyi Pn;Kityo Cm","Persistence of traditional and emergence of new structural drivers and factors for the hiv epidemic in rural uganda; a qualitative study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"117","Baker P;Russ K;Kang M;Santos Tm;Neves Par;Smith J;Kingston G;Mialon M;Lawrence M;Wood B;Moodie R;Clark D;Sievert K;Boatwright M;Mccoy D","Globalization, first-foods systems transformations and corporate power: a synthesis of literature and data on the market and political practices of the transnational baby food industry",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"118","Baklouti F;Boukamcha F","Consumer resistance to internet banking services: implications for the innovation resistance theory",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"119","Balasubramanian V;Sie M;Hijmans Rj;Otsuka K","Increasing rice production in sub-saharan africa: challenges and opportunities",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"120","Balehegn M;Ayantunde A;Amole T;Njarui D;Nkosi Bd;Muller Fl;Meeske R;Tjelele Tj;Malebana Im;Madibela;Othusitse R. Or;Boitumelo Ws;Lukuyu B;Weseh A;Minani E;Adesogan At","Forage conservation in sub-saharan africa: review of experiences, challenges, and opportunities",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"121","Balogun Om","Beneath the surface: a transnational history of skin lighteners",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"122","Bambio Y;Deb A;Kazianga H","Exposure to agricultural technologies and adoption: the west africa agricultural productivity program in ghana, senegal and mali",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"123","Banda L;Oladimeji O","Correlation of socio-economic factors, diet, and ownership of consumer electronics with body mass index in women of childbearing age: insights from the 2016 south african demographic health survey",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"124","Banke-Thomas A;Abejirinde Ioo;Ogunyemi O;Gwacham-Anisiobi U","Innovative dashboard for optimising emergency obstetric care geographical accessibility in nigeria: qualitative study with technocrats",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"125","Banke-Thomas A;Macharia Pm;Makanga P;Tatenda T;Benova L;Wong Klm;Gwacham-Anisiobi;Uchenna U;Wang J;Olubodun T;Ogunyemi O;Afolabi Bb;Ebenso B;Abejirinde Io;Omolade O","Leveraging big data for improving the estimation of close to reality travel time to obstetric emergency services in urban low- and middle-income settings",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"126","Baributsa D;Abdoulaye T;Lowenberg-Deboer J;Dabire C;Moussa B;Coulibaly O;Baoua;Ibrahim I","Market building for post-harvest technology through large-scale extension efforts",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"127","Barrett H;Browne A","Environmental and economic sustainability - womens horticultural production in the gambia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"128","Barron P;Peter J;Lefevre Ae;Sebidi J;Bekker M;Allen R;Parsons An;Benjamin P;Pillay Y","Mobile health messaging service and helpdesk for south african mothers (momconnect): history, successes and challenges",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"129","Bartolomei L;Blundo-Canto G;De Muro P","How is the capability approach applied to assess well-being impacts? A systematic review",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"130","Barton Cj","The fourth industrial revolution: promise or peril?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"131","Basmajian A;Kreniske P;Moore E;Spindler;Esther E;Nalugoda F;Nakyanjo N;Ddaaki W;Santelli Js;Hirsch Js","Gendered access to digital capital and mobile phone ownership among young people in rakai, uganda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"132","Bateman M;Duvendack M;Loubere N","Is fin-tech the new panacea for poverty alleviation and local development? Contesting suri and jack's m-pesa findings published in <i>science</i>",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"133","Baxter G","Hidden hands and missing persons",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"134","Bekele A;Regnier D;Paul T;Waka T;Yohannes Y;Bradley Eh","Advancing global health equity: the role of the liberal arts in health professional education",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"135","Bekele Wd","Determinants of financial inclusion: a comparative study of kenya and ethionia",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"136","Belay Saa;Assefa Ttt;Yimam Ayy;Prasad Pvv;Reyes Mrr","The cradles of adoption: perspectives from conservation agriculture in ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"137","Belete B;Melak S","Impact of small scale irrigation technology on women empowerment in amhara national regional state of ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"138","Bellerose M;Diaw M;Pinchoff J;Kangwana;Beth B;Austrian K","Pre-pandemic influences on kenyan girls' transitions to adulthood during covid-19",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"139","Bello-Bravo J;Olana Gw;Pittendrigh Br","A pilot study using educational animations as a way to improve farmers' agricultural practices and health around adama, ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"140","Benin S;Smale M;Pender J","Explaining the diversity of cereal crops and varieties grown on household farms in the highlands of northern ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"141","Berguiga I;Adair P","Determinants of youth financial inclusion in mena countries: account holding versus the use of digital services",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"142","Berhanu K;Raj S","The trustworthiness of travel and tourism information sources of social media: perspectives of international tourists visiting ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"143","Berhe M;Hoag D;Tesfay G;Keske C","Factors influencing the adoption of biogas digesters in rural ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"144","Berman G;Potgieter A;Tait M","Influence of online sensory branding experiences on brand loyalty in south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"145","Bernards N","Tracing mutations of neoliberal development governance: `fintech', failure and the politics of marketization",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"146","Beroukhim G;Seifer Db","Racial and ethnic disparities in access to and outcomes of infertility treatment and assisted reproductive technology in the united states",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"147","Berridy-Segade L;Sanchez Mpdms;Reyes-Belmonte Ma;Martin-Gamboa M","Assessing the social life cycle impacts of the spanish electricity mix: a decadal analysis",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"148","Beuchelt Td;Badstue L","Gender, nutrition- and climate-smart food production: opportunities and trade-offs",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"149","Beyene Ad;Mekonnen A;Jeuland M;Czakon;Sebastian S","Socioeconomic impacts of solar home systems in rural ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"150","Bhana D;Reddy V;Moosa S","Sabelo's journey as a young black gay man in south africa and the potential of the grindr app",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"151","Bharmal N;Kennedy D;Jones L;Lee-Johnson;Charles C;Morris Da;Caldwell B;Brown A;Houston T;Meeks C;Vargas R;Franco I;Razzak Ar;Brown Af","Through our eyes: exploring african-american men's perspective on factors affecting transition to manhood",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"152","Bhattacharjee A;Haque Smt;Hady Ma;Alam Smr;Rabbi M;Kabir Ma;Ahmed Si","Understanding the social determinants of mental health of undergraduate students in bangladesh: interview study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"153","Bidogeza Jc;Berentsen Pbm;De Graaff J;Lansink;A. G. J. M. Oude Agjmo","A typology of farm households for the umutara province in rwanda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"16","Adaku Aa;Tsiboe F;Clottey J","Taking stock of gender gaps in crop production technology adoption and technical efficiency in ghana",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"17","Addison M;Mujawamariya G;Barn R","Gender considerations in development and utilisation of technological innovations: evidence from ghana",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"18","Adebiyi Ja;Olabisi Ls;Richardson;Robert R;Liverpool-Tasie Lso;Delate K","Drivers and constraints to the adoption of organic leafy vegetable production in nigeria: a livelihood approach",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"19","Adegbite Oo;Machethe Cl","Bridging the financial inclusion gender gap in smallholder agriculture in nigeria: an untapped potential for sustainable development",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"20","Adom Pk;Nsabimana A","Rural access to electricity and welfare outcomes in rwanda: addressing issues of transitional heterogeneities and between and within gender disparities",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"21","Afawubo K;Couchoro Mk;Agbaglah M;Gbandi;Tchapo T","Mobile money adoption and households' vulnerability to shocks: evidence from togo",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"22","Afroze D;Rista Fi","Mobile financial services (mfs) and digital inclusion - a study on customers' retention and perceptions",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"23","Agboola F;Wright Ac;Herron-Smith S;Mathur D;Rind D","Evaluation of diversity of clinical trials informing health technology assessments in the united states: a 5-year analysis of institute for clinical and economic review assessments",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"24","Agha S;Ruiz-Gaona La;Friedman J;Cheikh N;Gorgens M","Factors associated with the adoption of a digital health service by patent proprietary medicine vendors (ppmvs) in lagos, nigeria",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
